,InteractorA,InteractorB
2823396,CIT,EFTUD2
2823400,CIT,U2AF2
2823452,CIT,RNPS1
2823477,CIT,PRPF40A
2823508,CIT,PRPF6
2823522,CIT,HP1BP3
2823532,CIT,SRSF5
2823537,CIT,ACIN1
2823541,CIT,USP39
2823553,CIT,SRSF6
2823611,CIT,CDC5L
2823625,CIT,KIF23
2823660,CIT,DHX8
2823714,CIT,SAP18
2823719,CIT,SNRNP70
2823735,CIT,NHP2L1
2823766,CIT,SRPK1
2823802,CIT,PRPF3
2823948,CIT,NAA40
2823962,CIT,PRC1
2824004,CIT,EED
2824012,CIT,KIF20A
2824023,CIT,NFIA
2824031,CIT,RAN
2824045,CIT,RBBP6
2824054,CIT,SUZ12
2824089,CIT,NUP50
2824105,CIT,BRD3
2824160,CIT,PHB
2824171,CIT,RBM4B
2824185,CIT,ECT2
2824211,CIT,TRIM28
2824246,CIT,RBM17
2825603,CHMP4B,ACTC1
2825613,CHMP4B,HIST1H4A
2825637,CHMP4B,HNRNPM
2825643,CHMP4B,KIF23
2825647,CHMP4B,DHX9
2825648,CHMP4B,DDX21
2825650,CHMP4B,SRRM2
2825670,CHMP4B,PUF60
2825693,CHMP4B,U2AF2
2825709,CHMP4B,PPP1CC
2825710,CHMP4B,SRSF1
2825712,CHMP4B,SF3B1
2825726,CHMP4B,MKI67
2825735,CHMP4B,SRSF7
2825754,CHMP4B,ILF3
2825756,CHMP4B,KIF14
2825834,CHMP4B,EFTUD2
2825849,CHMP4B,RPL13
2825851,CHMP4B,CIT
2825910,CHMP4B,SRSF5
2825912,CHMP4B,SFPQ
2825913,CHMP4B,UBR5
2825925,CHMP4B,PRPF6
2825947,CHMP4B,YWHAB
2825960,CHMP4B,SAP18
2825998,CHMP4B,NHP2L1
2826008,CHMP4B,NONO
2826080,CHMP4B,PHGDH
2826117,CHMP4B,ILF2
2826134,CHMP4B,ZC3H18
2828342,ECT2,ACTC1
2828362,ECT2,HIST1H4A
2828368,ECT2,KIF23
2828372,ECT2,DDX21
2828376,ECT2,HNRNPM
2828409,ECT2,MKI67
2828425,ECT2,DHX9
2828447,ECT2,RPL13
2828448,ECT2,U2AF2
2828482,ECT2,SRSF7
2828520,ECT2,SRSF6
2828546,ECT2,PPP1CC
2828590,ECT2,SRRM2
2828593,ECT2,KIF14
2828616,ECT2,PUF60
2828665,ECT2,EFTUD2
2828678,ECT2,NHP2L1
2828686,ECT2,ILF3
2828721,ECT2,ILF2
2828771,ECT2,SNRNP70
2828799,ECT2,RNPS1
2828822,ECT2,RBM17
2828857,ECT2,DHX8
2828870,ECT2,PRPF6
2828871,ECT2,PRPF19
2828874,ECT2,SRSF5
2828909,ECT2,SRPK1
2828916,ECT2,TRIM28
2828939,ECT2,ACIN1
2829024,ECT2,PHB
2829032,ECT2,SEPT2
2829065,KIF14,HNRNPM
2829066,KIF14,ACTC1
2829082,KIF14,KIF23
2829083,KIF14,HIST1H4A
2829085,KIF14,DHX9
2829129,KIF14,MKI67
2829131,KIF14,DDX21
2829147,KIF14,RPL13
2829177,KIF14,UBR5
2829209,KIF14,SRRM2
2829233,KIF14,ILF3
2829245,KIF14,ILF2
2829257,KIF14,PPP1CA
2829335,KIF14,RBM17
2829343,KIF14,CDC5L
2829372,KIF14,SF3B1
2829386,KIF14,SAFB
2829420,KIF14,PUF60
2829428,KIF14,PRPF19
2829438,KIF14,EIF4A3
2829449,KIF14,SFPQ
2829454,KIF14,NONO
2829462,KIF14,PHGDH
2829470,KIF14,SRSF1
2829497,KIF14,SRSF6
2829551,KIF14,ZC3H18
2829556,KIF14,RNPS1
2829565,KIF14,SRSF5
2829581,KIF14,PRPF3
2829660,KIF14,PSIP1
2829686,KIF14,KIF20A
2829690,KIF14,EFTUD2
2829698,KIF14,S100A9
2829710,KIF14,SRPK1
2829723,KIF14,NUP50
2829744,KIF14,ACIN1
2829776,KIF14,PRC1
2829819,KIF14,NHP2L1
2829838,KIF14,U2AF2
2829910,KIF14,PHB
2829923,KIF14,IFI16
2829982,KIF14,VCP
2830052,KIF14,RAN
2830065,KIF14,PRPF6
2830121,KIF14,SNRNP70
2830154,KIF14,SF3B6
2830350,KIF14,EP300
2830377,KIF14,YWHAB
2830387,KIF14,BRD3
2830405,KIF14,HP1BP3
2830422,KIF14,TRIM28
2830431,KIF14,SUZ12
2830449,KIF14,YWHAG
2830475,KIF14,PRPF40A
2830477,KIF14,DHX8
2830614,KIF14,RBM4B
2830717,KIF20A,HNRNPM
2830718,KIF20A,ACTC1
2830765,KIF20A,DHX9
2830770,KIF20A,MKI67
2830771,KIF20A,DDX21
2830947,KIF20A,RPL13
2830955,KIF20A,SRSF1
2830970,KIF20A,SRRM2
2830991,KIF20A,ILF3
2831013,KIF20A,PPP1CC
2831018,KIF20A,SRSF7
2831139,KIF20A,ILF2
2831160,KIF20A,KIF23
2831164,KIF20A,SRSF6
2831172,KIF20A,PPP1CA
2831186,KIF20A,SAFB
2831214,KIF20A,UBR5
2831230,KIF20A,SF3B1
2831254,KIF20A,PSIP1
2831280,KIF20A,RNPS1
2831295,KIF20A,U2AF2
2831304,KIF20A,RBM17
2831330,KIF20A,PHB
2831345,KIF20A,PRPF40A
2831353,KIF20A,EFTUD2
2831376,KIF20A,SRSF5
2831388,KIF20A,PUF60
2831412,KIF20A,PRPF19
2831452,KIF20A,SFPQ
2831515,KIF20A,EIF4A3
2831563,KIF20A,RBM4B
2831580,KIF20A,SMARCB1
2831600,KIF20A,SNRNP70
2831605,KIF20A,PRC1
2831662,KIF20A,IFI16
2831697,KIF20A,PRPF6
2831733,KIF20A,RBBP6
2831772,KIF20A,C11ORF30
2831808,KIF20A,ZC3H18
2831815,KIF20A,DIDO1
2831853,KIF20A,NONO
2831922,KIF23,HNRNPM
2831927,KIF23,ACTC1
2831929,KIF23,DHX9
2831943,KIF23,DDX21
2831946,KIF23,NONO
2831951,KIF23,SFPQ
2831967,KIF23,SRSF1
2831987,KIF23,ILF3
2832017,KIF23,SRRM2
2832054,KIF23,ACIN1
2832055,KIF23,UBR5
2832058,KIF23,SRSF6
2832069,KIF23,U2AF2
2832074,KIF23,EFTUD2
2832082,KIF23,ILF2
2832087,KIF23,EIF4A3
2832109,KIF23,RPL13
2832127,KIF23,SRSF7
2832142,KIF23,SF3B1
2832182,KIF23,ZC3H18
2832239,KIF23,PHGDH
2832255,KIF23,PRPF40A
2832283,KIF23,NHP2L1
2832303,KIF23,PRPF6
2832401,KIF23,PPP1CA
2832415,KIF23,SRPK1
2832428,KIF23,SF3B6
2832452,KIF23,PPP1CC
2832455,KIF23,SAP18
2832482,KIF23,SAFB
2832493,KIF23,U2AF1
2832503,KIF23,SRSF5
2832648,KIF23,RBM17
2832657,KIF23,SNRNP70
2832661,KIF23,RAN
2832695,KIF23,PUF60
2832782,KIF23,MKRN3
2832802,PRC1,ACTC1
2832820,PRC1,HNRNPM
2832821,PRC1,MKI67
2832832,PRC1,DHX9
2832844,PRC1,DDX21
2832861,PRC1,SRRM2
2832879,PRC1,RPL13
2832907,PRC1,PPP1CC
2832911,PRC1,SAFB
2832913,PRC1,SRSF1
2832917,PRC1,PPP1CA
2832921,PRC1,ILF3
2832922,PRC1,RBM17
2832930,PRC1,U2AF2
2832950,PRC1,SFPQ
2832958,PRC1,EIF4A3
2832961,PRC1,NONO
2832966,PRC1,SRSF7
2832973,PRC1,PHB
2833006,PRC1,SF3B1
2833027,PRC1,ILF2
2833059,PRC1,SRSF6
2833081,PRC1,EFTUD2
2833097,PRC1,PSIP1
2833111,PRC1,PRPF40A
2833152,PRC1,SAP18
2833154,PRC1,YWHAG
2833178,PRC1,VCP
2833182,PRC1,USP39
2833184,PRC1,HP1BP3
2833195,PRC1,PUF60
2833218,PRC1,CDC5L
2833228,PRC1,ACIN1
2833267,PRC1,TRIM28
2833269,PRC1,NXF1
2833279,PRC1,PRPF19
2833280,PRC1,NHP2L1
2833287,PRC1,RBBP6
2833310,PRC1,SRSF5
2833321,PRC1,RAN
2833401,PRC1,PRPF6
2833520,PRC1,SNRNP70
2833544,PRC1,RNPS1
2833556,PRC1,DHX8
2833566,PRC1,RNF2
2840491,BRD3,PRPF40A
2840503,BRD3,RBBP6
2840513,BRD3,SRRM2
2840521,BRD3,PRPF3
2840566,BRD3,RNPS1
2840628,BRD3,SNIP1
2840645,BRD3,U2AF2
2843123,IFI16,DDX21
2843229,IFI16,S100A9
2843230,IFI16,SAFB
2843238,IFI16,SNRNP70
2843239,IFI16,SRRM2
2846004,ECT2,RBM39
2849430,CHCHD1,CUL7
2849471,CHCHD1,MAGOH
2849532,CHCHD1,NDUFAF2
2849560,CHCHD1,PHB
2849592,CHCHD1,SRRM2
2849593,CHCHD1,SRSF1
2849595,CHCHD1,SRSF4
2849596,CHCHD1,SRSF7
2849610,CHCHD1,U2AF2
2862553,MKI67,PRPF3
2862584,MKI67,ACIN1
2862595,MKI67,RNPS1
2862599,MKI67,SRSF5
2862634,MKI67,NXF1
2862636,MKI67,RNF2
2862639,MKI67,DIDO1
2862662,MKI67,SUZ12
2862678,MKI67,RBM17
2862682,MKI67,USP39
2862720,MKI67,U2AF2
2862733,MKI67,VCP
2862774,MKI67,SRSF6
2862824,MKI67,SRSF4
2862856,MKI67,SRPK2
2862934,MKI67,SRPK1
2879470,NONO,DHX9
2879480,DHX9,SFPQ
2883349,BRD4,DHX9
2883353,BRD4,SEPT7
2883364,BRD4,EFTUD2
2883375,BRD4,EIF4A3
2883441,BRD4,HP1BP3
2883451,BRD4,HSPA8
2883457,BRD4,ILF2
2883458,BRD4,ILF3
2883464,BRD4,KIF20A
2883495,BRD4,MKI67
2883511,BRD4,NONO
2883529,BRD4,PHB
2883531,BRD4,PHGDH
2883552,BRD4,PRPF6
2883554,BRD4,PSIP1
2883564,BRD4,RAN
2883570,BRD4,RBM39
2883634,BRD4,SAFB
2883636,BRD4,SAP18
2883639,BRD4,SF3B1
2883640,BRD4,SFPQ
2883651,BRD4,SNRNP70
2883657,BRD4,SRSF1
2883659,BRD4,SRSF6
2883660,BRD4,SRSF7
2883687,BRD4,TRIM28
2883694,BRD4,U2AF2
2883701,BRD4,USP39
2883702,BRD4,VCP
2890299,ILF3,PHGDH
2890575,HDAC11,USP25
2890908,CIC,HSPA8
2890953,CIC,SF3B1
2890971,CIC,NFIA
2890976,CIC,YWHAG
2890997,CIC,YWHAB
2891007,CIC,EFTUD2
2891016,CIC,RBM17
2891025,CIC,TRIM28
2891048,CIC,SFPQ
2891058,CIC,U2AF2
2891074,CIC,NONO
2891087,CIC,RNF2
2891088,CIC,HNRNPM
2891102,CIC,RBM39
2891132,CIC,PPP1CC
2891250,CIC,PRPF19
2891255,CIC,SF3B6
2891258,CIC,PPP1CA
2891262,CIC,CDC5L
2891287,CIC,SRSF6
2891303,CIC,PRPF6
2891319,CIC,ACIN1
2891336,CIC,DDX21
2891370,CIC,DHX9
2891421,CIC,NR2C2
2891606,BRD4,FANCD2
2891643,BRD4,IFI16
2891721,BRD4,PPP1CA
2891765,BRD4,RBBP6
2891774,BRD4,RNF2
2891788,BRD4,SMARCB1
2891841,BRD4,UBE2A
2891913,BRD4,EED
2891934,BRD4,PRC1
2891941,BRD4,PRPF3
2891966,BRD4,KIF23
2892039,BRD4,NXF1
2892064,BRD4,NUP50
2892081,BRD4,DIDO1
2892095,BRD4,PUF60
2892105,BRD4,ACIN1
2892142,BRD4,SUZ12
2892191,BRD4,UBR5
2892209,BRD4,FAM96B
2892368,BRD4,RBM17
2892660,UBR5,PPP1CC
2893341,NSP11,NSP5
2893343,NSP15,NSP5
2893345,NSP11,NSP7
2893346,NSP11,NSP9
2893347,NSP8,NSP9
2893348,NSP15,NSP9
2893350,NSP15,NSP10
2893363,NSP7,NSP16
2893364,NSP11,NSP16
2893365,NSP15,NSP16
2893367,NSP9,NSP5
2893368,NSP16,NSP5
2893375,NSP16,NSP9
2904648,RBM39,HNRNPM
2904653,RBM39,HSPA8
2904697,RBM39,ILF2
2904699,RBM39,DHX9
2904742,RBM39,PRPF6
2904759,RBM39,VCP
2904771,RBM39,TRIM28
2904789,RBM39,NONO
2904809,RBM39,PHGDH
2904830,RBM39,PUF60
2904837,RBM39,SFPQ
2904852,RBM39,RPL13
2904875,RBM39,SF3B6
2904987,RBM39,U2AF1
2905006,RBM39,RBM4B
2905019,RBM39,DHX8
2905104,RBM39,MKI67
2905118,RBM39,SAFB
2905189,RBM39,PPP1CA
2905232,RBM39,SRSF4
2905235,RBM39,SRSF6
2905260,RBM39,PSIP1
2905314,RBM39,HP1BP3
2906871,NSP15,SRPK3
2906881,NSP15,NXF1
2907519,MKRN1,HNRNPM
2907537,MKRN1,U2AF1
2907541,MKRN1,U2AF2
2907545,MKRN1,VCP
2907552,MKRN1,ILF3
2908632,ORF6,NSP7
2908634,ORF6,NSP15
2910215,IFI16,DHX9
2910222,IFI16,SF3B1
2910227,IFI16,EFTUD2
2910250,IFI16,TRIM28
2910274,IFI16,CDC5L
2910283,IFI16,SFPQ
2910304,IFI16,ILF3
2910309,IFI16,SRSF4
2910311,IFI16,PRPF3
2910321,IFI16,HSPA8
2910333,IFI16,HNRNPM
2910334,IFI16,RBM39
2910365,IFI16,SRSF11
2910380,IFI16,USP39
2910386,IFI16,PUF60
2910412,IFI16,SRSF6
2910417,IFI16,PRPF19
2910450,IFI16,SRSF5
2910454,IFI16,ILF2
2910485,IFI16,RBM4B
2910502,IFI16,RPL13
2910506,IFI16,SRSF1
2910515,IFI16,YWHAG
2910517,IFI16,PHB
2936146,VPR,MKI67
2936153,VPR,NONO
2936164,VPR,SFPQ
2936173,VPR,DHX9
2936175,VPR,ILF3
2936187,VPR,ACIN1
2936200,VPR,SAFB
2936209,VPR,ZC3H18
2936212,VPR,EZH2
2936272,VPR,BRD4
2936281,VPR,PRPF3
2948135,VHL,S100A9
2951108,SEPT2,JMJD6
2951634,EZH2,NONO
2952750,MKRN1,CDC5L
2952765,MKRN1,MKI67
2952773,MKRN1,PRPF19
2952783,MKRN1,SF3B1
2952784,MKRN1,SFPQ
2952829,MKRN3,MKRN1
2952877,RBBP6,ACIN1
2952883,RBBP6,EIF4A3
2952889,RBBP6,PRPF19
2952891,RBBP6,SAP18
2952894,RBBP6,SRRM2
2971300,SIRT7,USP39
2971317,VHL,USP39
2971817,NSP5,NSP8
2986398,DHX8,PRPF3
2986401,DHX8,RBBP6
2986403,DHX8,RBM17
2986411,DHX8,RNPS1
2986413,DHX8,SAP18
2986426,DHX8,SRRM2
2986437,DHX8,ZC3H18
2986465,DHX8,PRPF6
2986472,DHX8,SAFB
2986479,DHX8,SRSF11
2997690,NUP50,BUD31
2997736,NUP50,RBBP6
2997748,NUP50,SRRM2
2997786,NUP50,DHX8
2997818,NUP50,SLFN11
3012878,CLK2,YWHAB
3023453,NAA40,HSPA8
3023454,NAA40,ILF3
3023459,NAA40,MKI67
3023479,NAA40,RAN
3023519,NAA40,DDX21
3023522,NAA40,EFTUD2
3023536,NAA40,RNPS1
3023567,NAA40,HP1BP3
3023704,NAA40,RPL13
3023746,NAA40,VCP
3023755,NAA40,RBM39
3023776,NAA40,PHGDH
3023777,NAA40,PRPF19
3023787,NAA40,SLFN11
3023811,NAA40,CDC5L
3023882,NAA40,HNRNPM
3023886,NAA40,SEPT2
3023888,NAA40,NONO
3023922,NAA40,RBBP6
3023927,NAA40,SAFB
3023929,NAA40,SFPQ
3024002,NAA40,PRPF3
3024011,NAA40,KIF23
3024044,NAA40,TRIM28
3024074,NAA40,NUP50
3024085,NAA40,DIDO1
3024089,NAA40,PSIP1
3024099,NAA40,PUF60
3024105,NAA40,ACIN1
3024113,NAA40,CIC
3024136,NAA40,SF3B1
3024223,NAA40,PRPF40A
3024242,NAA40,C11ORF30
3024299,NAA40,RBM17
3024321,NAA40,CHMP4B
3024394,TRIM28,SRSF5
3024396,TRIM28,SAFB
3024398,TRIM28,SRSF1
3024399,TRIM28,DDX21
3024400,TRIM28,SRSF4
3026488,ZBTB2,DHX9
3026496,ZBTB2,ACIN1
3026530,ZBTB2,ZC3H18
3026549,ZBTB2,SNRNP70
3026561,ZBTB2,SAFB
3026566,ZBTB2,SF3B1
3026579,ZBTB2,EED
3026580,ZBTB2,PHB
3026584,ZBTB2,SRSF4
3026603,ZBTB2,PRPF19
3026626,ZBTB2,NHP2L1
3026631,ZBTB2,SUZ12
3026637,ZBTB2,TRIM26
3026660,ZBTB2,ILF3
3026661,ZBTB2,KIF14
3026671,ZBTB2,RNPS1
3026672,ZBTB2,SRSF5
3026683,ZBTB2,EFTUD2
3026692,ZBTB2,CDC5L
3026702,ZBTB2,SRPK1
3026713,ZBTB2,PRPF40A
3026754,ZBTB2,ESR1
3026765,ZBTB2,SAP18
3026770,ZBTB2,EZH2
3026771,ZBTB2,SRPK2
3027074,SRSF4,HP1BP3
3029245,ZCCHC10,JMJD6
3030677,SAP18,KIAA1429
3034111,FGF11,MYC
3034123,DDX21,SRSF4
3036107,DDX21,RPL13
3044214,SRSF6,CLK2
3048153,ILF3,SRPK2
3048851,SRPK2,HP1BP3
3049230,HSD17B14,RNF2
3050139,ILF3,DDX21
3051769,SAP18,SRSF6
3054357,SRSF11,PRPF40A
3054437,RC3H2,NR2C2
3059221,SRSF11,CLK2
3061790,SAP18,CLK2
3067985,ZCCHC10,SRSF11
3068716,SRPK3,ACIN1
3071188,ILF3,HP1BP3
3071458,SRSF11,SRPK1
3075848,ZCCHC10,RBBP6
3076744,SAP18,SRRM2
3077755,RPL13,SF3B1
3078350,CLK2,SRRM2
3083859,DDX21,SRSF6
3084589,PEA15,SNIP1
3088156,ZCCHC10,CDC5L
3090354,HP1BP3,RPL13
3093072,HP1BP3,SRSF6
3096923,SRSF4,CLK2
3097222,DDX21,HP1BP3
3097273,SRSF6,RPL13
3097384,SRSF5,RPL13
3098444,SRSF6,KIAA1429
3104353,DHX8,SRSF6
3105569,PEA15,DIDO1
3107991,RBBP6,SRSF6
3109552,SRSF6,ACIN1
3110064,PUF60,SRPK2
3112853,SRSF4,RBBP6
3113632,RNPS1,RBBP6
3114737,ZCCHC10,SRRM2
3116513,SRSF4,ACIN1
3118349,PEA15,SAFB
3119240,SRSF6,SRRM2
3119563,PUF60,SRPK1
3119708,SRPK3,RPL13
3125476,ZCCHC10,CLK2
3126253,DHX8,SRSF4
3130309,SRSF1,YWHAG
3134696,SRSF5,HP1BP3
3137151,SRSF4,SRSF11
3139422,SRSF6,SRSF11
3139746,FGF11,BRD4
3140482,SRSF11,ACIN1
3141702,SRSF5,SRSF4
3145214,CLK2,SRSF1
3146692,SRSF6,SF3B1
3158752,SRSF6,CDC5L
3160342,SAP18,FBXO7
3161982,RPL13,PRPF40A
3166995,SRPK1,RPL13
3167062,RBM4B,DIDO1
3169753,RBM4B,SAFB
3170034,SRSF7,PRPF40A
3170616,SRSF1,DHX8
3172559,SRSF7,ACIN1
3173664,RBM4B,ZC3H18
3177867,CLK2,SRSF7
3184647,SRSF7,SRRM2
3199096,SLFN11,SFPQ
3199100,SLFN11,HIST1H4A
3199104,SLFN11,SF3B1
3199130,SLFN11,CDC5L
3199158,SLFN11,DHX8
3199159,SLFN11,DHX9
3199205,SLFN11,HNRNPM
3199209,SLFN11,HSPA8
3199216,SLFN11,KIF14
3199228,SLFN11,MKI67
3199255,SLFN11,NXF1
3199270,SLFN11,RBBP6
3199275,SLFN11,RNF2
3199309,SLFN11,SRRM2
3199327,SLFN11,USP39
3199810,ESR1,CDC5L
3199862,ESR1,HP1BP3
3199975,ESR1,PRPF3
3200014,ESR1,TRIM28
3200121,TRIM26,PHB
3200139,TRIM26,HSPA8
3200517,EP300,CDC5L
3200586,EP300,DHX9
3200680,EP300,HNRNPM
3200816,EP300,PHB
3200843,EP300,PRPF3
3200846,EP300,PRPF6
3200849,EP300,PSIP1
3200871,EP300,RAN
3200874,EP300,RBBP6
3200876,EP300,RBM17
3200911,EP300,SAFB
3200947,EP300,SRPK1
3200948,EP300,SRPK2
3200951,EP300,SRSF1
3200954,EP300,SRSF5
3200956,EP300,SRSF7
3200997,EP300,TRIM28
3201008,EP300,U2AF2
3201023,EP300,VCP
3201071,EP300,SFPQ
3202937,UBR5,PHB
3203473,NXF1,SRSF4
3203709,PRPF6,CLK2
3204406,NXF1,SRSF6
3205838,BRD4,VHL
3209372,NSP5,HNRNPM
3209598,NSP7,SRSF1
3209646,NSP7,ILF2
3209782,NSP9,KIF14
3210430,ORF8,SRSF1
3210498,ORF8,EIF4A3
3210520,ORF8,SRSF6
3210529,ORF8,SRSF7
3214464,NSP10,SAP18
3214475,NSP10,PRPF40A
3214486,NSP10,SNRNP70
3214552,NSP11,SNRNP70
3214571,NSP11,MKI67
3214948,NSP15,MKI67
3215013,NSP16,PRPF40A
3215022,NSP16,SNRNP70
3215345,NSP5,SAP18
3215354,NSP5,PRPF40A
3215398,NSP5,ILF2
3215399,NSP5,SRSF5
3215627,NSP7,PRPF40A
3215637,NSP7,SNRNP70
3215674,NSP7,SRSF5
3215676,NSP7,RBM39
3215677,NSP7,DHX8
3215695,NSP8,SAP18
3215712,NSP8,SNRNP70
3215758,NSP8,SRPK1
3215771,NSP9,SAP18
3216392,ORF6,EIF4A3
3216415,ORF6,SRSF6
3216759,ORF8,PHGDH
3216883,ORF8,ACIN1
3304593,CCNF,SFPQ
3304876,DIDO1,DHX9
3304877,DIDO1,SRSF7
3305219,CCNF,YWHAB
3305221,CCNF,YWHAG
3305262,CCNF,DHX9
3305296,CCNF,EIF4A3
3305320,CCNF,HIST1H4A
3305345,CCNF,NHP2L1
3305361,CCNF,PHB
3305391,CCNF,SRSF1
3305393,CCNF,SRSF7
3305402,CCNF,SF3B6
3305421,CCNF,SNRNP70
3305480,CCNF,RPL13
3305614,CCNF,FBXW11
3305635,CCNF,HSPA8
3305638,CCNF,HP1BP3
3305643,CCNF,HNRNPM
3305658,CCNF,DIDO1
3305703,CCNF,NONO
3305718,CCNF,DDX21
3305737,CCNF,PRPF40A
3305738,CCNF,PRPF6
3305798,CCNF,RBM4B
3305814,CCNF,U2AF1
3305822,CCNF,SMARCB1
3305837,CCNF,TRIM28
3308428,SLFN11,SRSF7
3308437,SLFN11,NONO
3308461,SLFN11,SNRNP70
3308475,SLFN11,VCP
3308476,SLFN11,PPP1CA
3308504,SLFN11,YWHAG
3317221,NFIA,EP300
3323020,USP39,SRSF1
3323181,BRD3,ACIN1
3323279,BRD3,HP1BP3
3323296,BRD3,MKI67
3323330,BRD3,PSIP1
3323348,BRD3,SAP18
3323357,BRD3,SMARCB1
3323394,BRD3,USP39
3323725,BRD3,PPP1CA
3323727,BRD3,SRSF1
3324535,VPR,CIC
3324556,VPR,NXF1
3324602,VPR,VCP
3324688,VPR,OBSL1
3324715,VPR,SRSF6
3324730,VPR,KIAA1429
3324894,BRD4,SIRT7
3324899,BRD4,SRPK1
3324964,BRD3,NFIA
0,YWHAG,SON
1,YWHAB,SON
3,SIRT7,SON
4,TCF3,SON
5,SF3B1,SON
6,ILF3,SON
7,PRPF6,SON
8,ILF2,SON
9,PRPF3,SON
10,DDX21,SON
11,USP39,SON
12,SAFB,SON
13,NONO,SON
14,DHX9,SON
15,NHP2L1,SON
16,NFIA,SON
17,PRPF19,SON
18,NXF1,SON
19,SF3B6,SON
20,SFPQ,SON
21,PUF60,SON
22,S100A9,SON
23,U2AF1,SON
24,BUD31,SON
25,HNRNPM,SON
26,HP1BP3,SON
27,SRRM2,SON
28,PSIP1,SON
29,PPP1CA,SON
30,CDC5L,SON
31,SEPT2,SON
32,CHCHD4,SON
33,USP25,SON
34,TFPI,SON
35,SRSF7,SON
36,HSPA8,SON
37,SRSF5,SON
38,SRSF11,SON
39,SMARCB1,SON
40,DIDO1,SON
41,ACIN1,SON
42,TRIM26,SON
43,RAN,SON
44,SEPT7,SON
45,NDUFAF2,SON
46,PHGDH,SON
47,MAGOH,SON
48,EIF4A3,SON
49,VCP,SON
50,PRPF40A,SON
51,HDAC11,SON
52,VHL,SON
53,SRPK2,SON
54,SRPK1,SON
55,CLK2,SON
56,SRPK3,SON
57,FAM96B,SON
58,CUL7,SON
59,OBSL1,SON
60,EZH2,SON
61,SUZ12,SON
62,EED,SON
63,RNF2,SON
64,BMI1,SON
65,RBM4B,SON
66,SAMD7,SON
67,FBXW11,SON
68,RBM17,SON
69,RBM39,SON
70,IFI16,SON
71,GAG,SON
73,KIFAP3,SON
74,U2AF2,SON
75,ATOH1,SON
76,C11ORF30,SON
77,UBE2A,SON
78,PEA15,SON
79,FBXO7,SON
80,HBP1,SON
81,EFTUD2,SON
82,FGF11,SON
83,ESR2,SON
84,DCPS,SON
85,MYC,SON
86,KIAA1429,SON
87,RC3H2,SON
88,ACTC1,SON
89,PHB,SON
90,RBX1,SON
91,NR2C2,SON
92,PPP1CC,SON
93,PRDM16,SON
94,MECOM,SON
95,HIST1H4A,SON
96,SNRNP70,SON
97,TRIM28,SON
98,EP300,SON
99,MAGEA6,SON
100,PINK1,SON
101,FANCD2,SON
102,ZC3H18,SON
103,SNIP1,SON
104,ESR1,SON
105,UBR5,SON
106,CLIP4,SON
107,CIT,SON
108,CHMP4B,SON
109,ECT2,SON
110,KIF14,SON
111,KIF20A,SON
112,KIF23,SON
113,PRC1,SON
114,BRD3,SON
115,CHCHD1,SON
116,MKI67,SON
117,CIC,SON
118,BRD4,SON
120,VPR,SON
121,MKRN1,SON
122,MKRN3,SON
123,RBBP6,SON
124,DHX8,SON
125,NUP50,SON
126,NAA40,SON
127,ZBTB2,SON
128,JMJD6,SON
129,SRSF6,SON
131,SAP18,SON
132,SRSF4,SON
133,HSD17B14,SON
134,ZCCHC10,SON
138,SRSF1,SON
140,RNPS1,SON
141,RPL13,SON
142,SLFN11,SON
143,NSP10,SON
144,NSP11,SON
145,NSP15,SON
146,NSP16,SON
147,NSP5,SON
148,NSP7,SON
149,NSP8,SON
150,NSP9,SON
151,ORF6,SON
152,ORF8,SON
153,CCNF,SON
